,T1_TeamID,T2_TeamID,Pred,Team1,Team2
0,1163,1235,0.5772329001028531,Connecticut,Iowa St
1,1163,1228,0.6962740385753601,Connecticut,Illinois
2,1163,1120,0.6436717498300453,Connecticut,Auburn
3,1163,1361,0.6916662366852567,Connecticut,San Diego St
4,1163,1140,0.7481616428935184,Connecticut,BYU
5,1163,1450,0.8444933702569442,Connecticut,Washington St
6,1163,1194,0.8109342135692292,Connecticut,FL Atlantic
7,1163,1321,0.8117525934317513,Connecticut,Northwestern
8,1163,1179,0.7552552381431351,Connecticut,Drake
9,1163,1182,0.805442550530994,Connecticut,Duquesne
10,1163,1412,0.8774263632157572,Connecticut,UAB
11,1163,1463,0.8936449339711097,Connecticut,Yale
12,1163,1287,0.912341863453806,Connecticut,Morehead St
13,1163,1355,0.952174412558063,Connecticut,S Dakota St
14,1163,1391,0.9603681603250029,Connecticut,Stetson
15,1163,1314,0.6939634141402168,Connecticut,North Carolina
16,1163,1112,0.6450187435549211,Connecticut,Arizona
17,1163,1124,0.6999364132409132,Connecticut,Baylor
18,1163,1104,0.7150667743538501,Connecticut,Alabama
19,1163,1388,0.7747604984491154,Connecticut,St Mary's CA
20,1163,1155,0.8541193933390423,Connecticut,Clemson
21,1163,1173,0.7275160021777689,Connecticut,Dayton
22,1163,1280,0.7681242245575584,Connecticut,Mississippi St
23,1163,1277,0.8076568440737704,Connecticut,Michigan St
24,1163,1305,0.8030655109869678,Connecticut,Nevada
25,1163,1307,0.7662572501788717,Connecticut,New Mexico
26,1163,1213,0.7631197739673006,Connecticut,Grand Canyon
27,1163,1158,0.8524209298532947,Connecticut,Col Charleston
28,1163,1159,0.9287490579635106,Connecticut,Colgate
29,1163,1253,0.9501005941231713,Connecticut,Long Beach St
30,1163,1224,0.9825001156065738,Connecticut,Howard
31,1163,1345,0.35065125504636,Connecticut,Purdue
32,1163,1397,0.6279508766574196,Connecticut,Tennessee
33,1163,1166,0.7419704551798977,Connecticut,Creighton
34,1163,1242,0.6692055142709867,Connecticut,Kansas
35,1163,1211,0.798723831941748,Connecticut,Gonzaga
36,1163,1376,0.7786847360183937,Connecticut,South Carolina
37,1163,1400,0.8522411996019306,Connecticut,Texas
38,1163,1429,0.785586186839657,Connecticut,Utah St
39,1163,1395,0.8602016042768044,Connecticut,TCU
40,1163,1161,0.8226324091699737,Connecticut,Colorado St
41,1163,1332,0.8658510198686007,Connecticut,Oregon
42,1163,1270,0.7896269209867774,Connecticut,McNeese St
43,1163,1359,0.7876447176739279,Connecticut,Samford
44,1163,1103,0.8882953104931464,Connecticut,Akron
45,1163,1389,0.9528499683514641,Connecticut,St Peter's
46,1163,1212,0.9657662296118603,Connecticut,Grambling
47,1163,1222,0.33204962572433744,Connecticut,Houston
48,1163,1266,0.76096759691704,Connecticut,Marquette
49,1163,1246,0.8122885531697401,Connecticut,Kentucky
50,1163,1181,0.7959023606738389,Connecticut,Duke
51,1163,1458,0.7512737073708287,Connecticut,Wisconsin
52,1163,1403,0.7788342225388929,Connecticut,Texas Tech
53,1163,1196,0.7555690789210527,Connecticut,Florida
54,1163,1304,0.7987779085267188,Connecticut,Nebraska
55,1163,1401,0.8577585496944511,Connecticut,Texas A&M
56,1163,1129,0.8267259543512806,Connecticut,Boise St
57,1163,1301,0.8578737606269791,Connecticut,NC State
58,1163,1241,0.8383092064299427,Connecticut,James Madison
59,1163,1436,0.8218899030976416,Connecticut,Vermont
60,1163,1324,0.9042186455635934,Connecticut,Oakland
61,1163,1443,0.9558037926423818,Connecticut,WKU
62,1163,1255,0.9518278536881544,Connecticut,Longwood
63,1163,1160,0.7800062814144064,Connecticut,Colorado
64,1163,1286,0.9718011712582728,Connecticut,Montana St
65,1163,1438,0.7823938998217563,Connecticut,Virginia
66,1163,1447,0.9822220009952627,Connecticut,Wagner
67,1235,1163,0.4227670998971469,Iowa St,Connecticut
68,1235,1228,0.5684247631652599,Iowa St,Illinois
69,1235,1120,0.5058739135512353,Iowa St,Auburn
70,1235,1361,0.6273289609512159,Iowa St,San Diego St
71,1235,1140,0.7258419365040987,Iowa St,BYU
72,1235,1450,0.7744736230343039,Iowa St,Washington St
73,1235,1194,0.7251365623146836,Iowa St,FL Atlantic
74,1235,1321,0.7982232370620223,Iowa St,Northwestern
75,1235,1179,0.5917911059805057,Iowa St,Drake
76,1235,1182,0.7234249334608822,Iowa St,Duquesne
77,1235,1412,0.8380693132663466,Iowa St,UAB
78,1235,1463,0.8453705447380682,Iowa St,Yale
79,1235,1287,0.9119787800102024,Iowa St,Morehead St
80,1235,1355,0.9471520240971514,Iowa St,S Dakota St
81,1235,1391,0.9589365156769252,Iowa St,Stetson
82,1235,1314,0.5277347835925739,Iowa St,North Carolina
83,1235,1112,0.5860865098828426,Iowa St,Arizona
84,1235,1124,0.6602302666701392,Iowa St,Baylor
85,1235,1104,0.6550828587445879,Iowa St,Alabama
86,1235,1388,0.674757671004538,Iowa St,St Mary's CA
87,1235,1155,0.7897153586743664,Iowa St,Clemson
88,1235,1173,0.6340290067074636,Iowa St,Dayton
89,1235,1280,0.7254269953521412,Iowa St,Mississippi St
90,1235,1277,0.7560315939759796,Iowa St,Michigan St
91,1235,1305,0.7065713809836554,Iowa St,Nevada
92,1235,1307,0.6525296865320775,Iowa St,New Mexico
93,1235,1213,0.698905710530149,Iowa St,Grand Canyon
94,1235,1158,0.8280629170935189,Iowa St,Col Charleston
95,1235,1159,0.9201417818532562,Iowa St,Colgate
96,1235,1253,0.9479178946423191,Iowa St,Long Beach St
97,1235,1224,0.9815584302593382,Iowa St,Howard
98,1235,1345,0.28054663904564603,Iowa St,Purdue
99,1235,1397,0.5821775140685755,Iowa St,Tennessee
100,1235,1166,0.7546053155687322,Iowa St,Creighton
101,1235,1242,0.6967423197649207,Iowa St,Kansas
102,1235,1211,0.7296163533397408,Iowa St,Gonzaga
103,1235,1376,0.6946213023888451,Iowa St,South Carolina
104,1235,1400,0.80947537284459,Iowa St,Texas
105,1235,1429,0.7016724984104237,Iowa St,Utah St
106,1235,1395,0.7895823581042929,Iowa St,TCU
107,1235,1161,0.7391591838234608,Iowa St,Colorado St
108,1235,1332,0.7924274783816675,Iowa St,Oregon
109,1235,1270,0.6989549828758306,Iowa St,McNeese St
110,1235,1359,0.7949227862400217,Iowa St,Samford
111,1235,1103,0.8863959803224044,Iowa St,Akron
112,1235,1389,0.9531030430109413,Iowa St,St Peter's
113,1235,1212,0.9669916760167543,Iowa St,Grambling
114,1235,1222,0.27524758897132817,Iowa St,Houston
115,1235,1266,0.6391743785310537,Iowa St,Marquette
116,1235,1246,0.7740422513458882,Iowa St,Kentucky
117,1235,1181,0.7099697357729291,Iowa St,Duke
118,1235,1458,0.6904615515016934,Iowa St,Wisconsin
119,1235,1403,0.7277755232525396,Iowa St,Texas Tech
120,1235,1196,0.6689881247864568,Iowa St,Florida
